date,price,open,high,low,volume,change_percent
"Aug 15, 2018",0.335,0.320,0.345,0.320,16.94M,6.35%
"Aug 14, 2018",0.315,0.300,0.320,0.295,12.01M,6.78%
"Aug 13, 2018",0.295,0.305,0.305,0.295,2.53M,-3.28%
"Aug 10, 2018",0.305,0.305,0.305,0.300,988.50K,0.00%
"Aug 09, 2018",0.305,0.320,0.325,0.305,4.26M,-4.69%
"Aug 08, 2018",0.320,0.300,0.335,0.300,23.96M,6.67%
"Aug 07, 2018",0.300,0.260,0.305,0.260,9.55M,15.38%
"Aug 06, 2018",0.260,0.265,0.265,0.260,1.61M,0.00%
"Aug 03, 2018",0.260,0.265,0.265,0.260,176.90K,-1.89%
"Aug 02, 2018",0.265,0.270,0.270,0.260,632.70K,0.00%
"Aug 01, 2018",0.265,0.265,0.270,0.260,954.90K,0.00%
"Jul 31, 2018",0.265,0.270,0.270,0.265,469.90K,0.00%
"Jul 30, 2018",0.265,0.265,0.270,0.265,317.40K,-1.85%
"Jul 27, 2018",0.270,0.270,0.275,0.265,910.50K,0.00%
"Jul 26, 2018",0.270,0.280,0.280,0.270,1.24M,-1.82%
"Jul 25, 2018",0.275,0.280,0.280,0.275,1.22M,-1.79%
"Jul 24, 2018",0.280,0.280,0.280,0.275,951.80K,0.00%
"Jul 23, 2018",0.280,0.270,0.280,0.270,1.07M,3.70%
"Jul 20, 2018",0.270,0.275,0.275,0.270,664.70K,-1.82%
"Jul 19, 2018",0.275,0.260,0.280,0.260,1.83M,3.77%
"Jul 18, 2018",0.265,0.260,0.270,0.260,496.20K,1.92%
"Jul 17, 2018",0.260,0.265,0.265,0.260,226.20K,-1.89%
"Jul 16, 2018",0.265,0.265,0.265,0.260,396.10K,0.00%
"Jul 13, 2018",0.265,0.260,0.270,0.260,486.60K,1.92%
"Jul 12, 2018",0.260,0.255,0.265,0.255,500.50K,0.00%
"Jul 11, 2018",0.260,0.270,0.270,0.260,1.66M,-3.70%
"Jul 10, 2018",0.270,0.275,0.275,0.270,920.00K,-1.82%
"Jul 09, 2018",0.275,0.270,0.275,0.270,118.30K,0.00%
"Jul 06, 2018",0.275,0.280,0.280,0.270,968.70K,0.00%
"Jul 05, 2018",0.275,0.280,0.280,0.275,609.20K,-1.79%
"Jul 04, 2018",0.280,0.275,0.280,0.275,306.60K,1.82%
"Jul 03, 2018",0.275,0.280,0.280,0.275,1.14M,0.00%
"Jul 02, 2018",0.275,0.285,0.285,0.275,468.60K,-1.79%
"Jun 29, 2018",0.280,0.285,0.285,0.275,1.43M,-1.75%
"Jun 28, 2018",0.285,0.280,0.285,0.280,129.60K,1.79%
"Jun 27, 2018",0.280,0.290,0.290,0.280,189.80K,-1.75%
"Jun 26, 2018",0.285,0.285,0.285,0.280,376.10K,0.00%
"Jun 25, 2018",0.285,0.285,0.290,0.285,169.10K,0.00%
"Jun 22, 2018",0.285,0.290,0.290,0.285,181.70K,-1.72%
"Jun 21, 2018",0.290,0.300,0.300,0.290,252.40K,-1.69%
"Jun 20, 2018",0.295,0.290,0.295,0.290,84.10K,1.72%
"Jun 19, 2018",0.290,0.290,0.290,0.285,185.80K,0.00%
"Jun 18, 2018",0.290,0.295,0.295,0.285,457.10K,-1.69%
"Jun 14, 2018",0.295,0.300,0.300,0.290,441.30K,0.00%
"Jun 13, 2018",0.295,0.300,0.305,0.295,819.60K,-1.67%
"Jun 12, 2018",0.300,0.305,0.310,0.300,560.50K,-1.64%
"Jun 11, 2018",0.305,0.305,0.315,0.305,694.90K,1.67%
"Jun 08, 2018",0.300,0.295,0.310,0.290,2.20M,3.45%
"Jun 07, 2018",0.290,0.285,0.305,0.285,2.01M,1.75%
"Jun 06, 2018",0.285,0.280,0.295,0.280,819.10K,1.79%
"Jun 05, 2018",0.280,0.285,0.290,0.280,587.30K,0.00%
"Jun 04, 2018",0.280,0.285,0.290,0.280,700.30K,-5.08%
"Jun 01, 2018",0.295,0.285,0.300,0.275,683.50K,7.27%
"May 31, 2018",0.275,0.275,0.285,0.275,328.90K,0.00%
"May 30, 2018",0.275,0.285,0.290,0.275,1.53M,-3.51%
"May 28, 2018",0.285,0.290,0.295,0.285,171.60K,-1.72%
"May 25, 2018",0.290,0.290,0.295,0.290,303.50K,0.00%
"May 24, 2018",0.290,0.295,0.300,0.285,1.26M,-1.69%
"May 23, 2018",0.295,0.295,0.300,0.290,721.20K,0.00%
"May 22, 2018",0.295,0.305,0.310,0.295,1.91M,-3.28%
"May 21, 2018",0.305,0.300,0.315,0.300,1.47M,1.67%
"May 18, 2018",0.300,0.300,0.310,0.300,317.60K,-1.64%
"May 17, 2018",0.305,0.305,0.315,0.305,866.00K,-1.61%
"May 16, 2018",0.310,0.300,0.315,0.295,2.85M,-1.59%
"May 15, 2018",0.315,0.330,0.345,0.315,1.52M,-4.55%
"May 14, 2018",0.330,0.310,0.340,0.305,2.43M,8.20%
"May 08, 2018",0.305,0.300,0.310,0.300,293.60K,1.67%
"May 07, 2018",0.300,0.305,0.305,0.300,188.30K,-1.64%
"May 04, 2018",0.305,0.305,0.305,0.305,56.50K,0.00%
"May 03, 2018",0.305,0.305,0.305,0.300,516.90K,1.67%
"May 02, 2018",0.300,0.305,0.305,0.295,1.05M,-1.64%
"Apr 30, 2018",0.305,0.300,0.315,0.300,90.30K,0.00%
"Apr 27, 2018",0.305,0.315,0.315,0.305,589.30K,-4.69%
"Apr 26, 2018",0.320,0.305,0.320,0.295,1.94M,4.92%
"Apr 25, 2018",0.305,0.320,0.320,0.305,867.70K,-4.69%
"Apr 24, 2018",0.320,0.325,0.325,0.320,348.70K,-1.54%
"Apr 23, 2018",0.325,0.325,0.330,0.325,159.30K,0.00%
"Apr 20, 2018",0.325,0.325,0.330,0.325,102.40K,0.00%
"Apr 19, 2018",0.325,0.325,0.330,0.325,593.80K,-1.52%
"Apr 18, 2018",0.330,0.330,0.335,0.330,387.90K,-1.49%
"Apr 17, 2018",0.335,0.335,0.340,0.330,857.50K,0.00%
"Apr 16, 2018",0.335,0.335,0.335,0.330,286.20K,0.00%
"Apr 13, 2018",0.335,0.335,0.340,0.330,544.00K,0.00%
"Apr 12, 2018",0.335,0.330,0.345,0.330,730.80K,1.52%
"Apr 11, 2018",0.330,0.325,0.340,0.325,774.60K,1.54%
"Apr 10, 2018",0.325,0.320,0.330,0.315,764.60K,3.17%
"Apr 09, 2018",0.315,0.310,0.320,0.310,408.20K,-1.56%
"Apr 06, 2018",0.320,0.310,0.320,0.305,1.16M,1.59%
"Apr 05, 2018",0.315,0.310,0.325,0.310,1.68M,1.61%
"Apr 04, 2018",0.310,0.335,0.340,0.300,1.62M,-8.82%
"Apr 03, 2018",0.340,0.350,0.350,0.335,1.04M,-4.23%
"Apr 02, 2018",0.355,0.355,0.355,0.350,503.20K,1.43%
"Mar 30, 2018",0.350,0.350,0.355,0.350,496.70K,0.00%
"Mar 29, 2018",0.350,0.355,0.360,0.350,843.50K,-2.78%
"Mar 28, 2018",0.360,0.375,0.375,0.360,803.30K,-2.70%
"Mar 27, 2018",0.370,0.370,0.375,0.370,332.60K,0.00%
"Mar 26, 2018",0.370,0.370,0.370,0.365,486.80K,0.00%
"Mar 23, 2018",0.370,0.380,0.380,0.365,601.00K,-2.63%
"Mar 22, 2018",0.380,0.380,0.385,0.375,283.80K,0.00%
"Mar 21, 2018",0.380,0.385,0.390,0.380,844.00K,-1.30%
"Mar 20, 2018",0.385,0.385,0.390,0.385,380.20K,-1.28%
"Mar 19, 2018",0.390,0.385,0.395,0.385,457.00K,0.00%
"Mar 16, 2018",0.390,0.390,0.395,0.385,271.80K,1.30%
"Mar 15, 2018",0.385,0.395,0.400,0.385,1.36M,-1.28%
"Mar 14, 2018",0.390,0.395,0.400,0.390,318.40K,-1.27%
"Mar 13, 2018",0.395,0.395,0.400,0.390,542.30K,0.00%
"Mar 12, 2018",0.395,0.395,0.405,0.395,875.10K,0.00%
"Mar 09, 2018",0.395,0.390,0.405,0.385,1.56M,1.28%
"Mar 08, 2018",0.390,0.385,0.395,0.385,303.10K,1.30%
"Mar 07, 2018",0.385,0.395,0.395,0.385,1.29M,-2.53%
"Mar 06, 2018",0.395,0.400,0.400,0.395,320.60K,0.00%
"Mar 05, 2018",0.395,0.400,0.400,0.395,1.06M,-1.25%
"Mar 02, 2018",0.400,0.395,0.405,0.395,610.90K,1.27%
"Mar 01, 2018",0.395,0.400,0.400,0.395,1.25M,-1.25%
"Feb 28, 2018",0.400,0.405,0.405,0.395,1.32M,-2.44%
"Feb 27, 2018",0.410,0.415,0.420,0.405,777.20K,0.00%
"Feb 26, 2018",0.410,0.420,0.425,0.405,827.00K,-2.38%
"Feb 23, 2018",0.420,0.420,0.425,0.420,572.80K,0.00%
"Feb 22, 2018",0.420,0.420,0.420,0.415,218.20K,0.00%
"Feb 21, 2018",0.420,0.420,0.425,0.415,504.70K,0.00%
"Feb 20, 2018",0.420,0.420,0.420,0.415,208.90K,0.00%
"Feb 19, 2018",0.420,0.410,0.425,0.410,657.60K,2.44%
"Feb 15, 2018",0.410,0.405,0.410,0.405,181.70K,1.23%
"Feb 14, 2018",0.405,0.410,0.410,0.405,661.00K,-1.22%
"Feb 13, 2018",0.410,0.405,0.410,0.405,475.50K,2.50%
"Feb 12, 2018",0.400,0.405,0.405,0.400,916.20K,0.00%
"Feb 09, 2018",0.400,0.400,0.405,0.395,1.54M,-1.23%
"Feb 08, 2018",0.405,0.405,0.410,0.405,210.70K,0.00%
"Feb 07, 2018",0.405,0.405,0.420,0.400,1.23M,1.25%
"Feb 06, 2018",0.400,0.420,0.420,0.395,4.33M,-4.76%
"Feb 05, 2018",0.420,0.420,0.425,0.420,938.50K,-2.33%
"Feb 02, 2018",0.430,0.430,0.435,0.425,1.57M,0.00%
"Jan 30, 2018",0.430,0.435,0.435,0.430,844.60K,-1.15%
"Jan 29, 2018",0.435,0.440,0.440,0.430,644.20K,-1.14%
"Jan 26, 2018",0.440,0.440,0.440,0.435,934.00K,0.00%
"Jan 25, 2018",0.440,0.445,0.445,0.435,831.10K,0.00%
"Jan 24, 2018",0.440,0.445,0.445,0.440,501.40K,0.00%
"Jan 23, 2018",0.440,0.440,0.445,0.440,397.90K,1.15%
"Jan 22, 2018",0.435,0.445,0.445,0.430,1.76M,-2.25%
"Jan 19, 2018",0.445,0.445,0.445,0.435,1.38M,0.00%
"Jan 18, 2018",0.445,0.450,0.450,0.435,1.10M,0.00%
"Jan 17, 2018",0.445,0.450,0.450,0.440,965.90K,-1.11%
"Jan 16, 2018",0.450,0.460,0.460,0.450,1.42M,-1.10%
"Jan 15, 2018",0.455,0.465,0.470,0.455,2.13M,-1.09%
"Jan 12, 2018",0.460,0.455,0.465,0.450,1.21M,1.10%
"Jan 11, 2018",0.455,0.470,0.470,0.450,2.08M,-2.15%
"Jan 10, 2018",0.465,0.480,0.490,0.460,4.48M,-2.11%
"Jan 09, 2018",0.475,0.460,0.490,0.455,9.37M,4.40%
"Jan 08, 2018",0.455,0.440,0.455,0.440,4.32M,3.41%
"Jan 05, 2018",0.440,0.445,0.450,0.435,3.97M,0.00%
"Jan 04, 2018",0.440,0.445,0.450,0.440,3.32M,0.00%
"Jan 03, 2018",0.440,0.430,0.450,0.430,2.33M,2.33%
"Jan 02, 2018",0.430,0.420,0.435,0.415,1.67M,2.38%
"Dec 29, 2017",0.420,0.420,0.420,0.415,1.05M,0.00%
"Dec 28, 2017",0.420,0.430,0.430,0.415,3.78M,-2.33%
"Dec 27, 2017",0.430,0.420,0.430,0.420,780.70K,2.38%
"Dec 26, 2017",0.420,0.420,0.430,0.420,2.51M,0.00%
"Dec 22, 2017",0.420,0.425,0.425,0.420,902.50K,0.00%
"Dec 21, 2017",0.420,0.425,0.430,0.420,911.20K,-1.18%
"Dec 20, 2017",0.425,0.425,0.435,0.420,904.20K,0.00%
"Dec 19, 2017",0.425,0.420,0.425,0.415,1.42M,1.19%
"Dec 18, 2017",0.420,0.440,0.440,0.415,4.75M,-4.55%
"Dec 15, 2017",0.440,0.445,0.450,0.440,1.24M,-1.12%
"Dec 14, 2017",0.445,0.440,0.455,0.440,1.81M,2.30%
"Dec 13, 2017",0.435,0.440,0.440,0.435,1.63M,0.00%
"Dec 12, 2017",0.435,0.430,0.445,0.430,1.39M,0.00%
"Dec 11, 2017",0.435,0.435,0.445,0.435,1.57M,-1.14%
"Dec 08, 2017",0.440,0.445,0.445,0.435,1.90M,-1.12%
"Dec 07, 2017",0.445,0.445,0.455,0.445,985.70K,-1.11%
"Dec 06, 2017",0.450,0.450,0.450,0.440,1.22M,0.00%
"Dec 05, 2017",0.450,0.440,0.455,0.440,730.10K,1.12%
"Dec 04, 2017",0.445,0.465,0.465,0.435,3.95M,-3.26%
"Nov 30, 2017",0.460,0.475,0.475,0.460,7.13M,-3.16%
"Nov 29, 2017",0.475,0.480,0.480,0.475,2.04M,-1.04%
"Nov 28, 2017",0.480,0.485,0.485,0.480,1.26M,-1.03%
"Nov 27, 2017",0.485,0.490,0.495,0.485,1.64M,-1.02%
"Nov 24, 2017",0.490,0.490,0.495,0.490,659.00K,0.00%
"Nov 23, 2017",0.490,0.500,0.500,0.490,662.70K,-1.01%
