date,close,open,high,low,volume
2015-01-02,1.54,1.52,1.54,1.52,491700.0
2015-01-05,1.52,1.53,1.54,1.52,1770000.0
2015-01-06,1.54,1.5,1.54,1.5,1680000.0
2015-01-07,1.5,1.53,1.53,1.5,3610000.0
2015-01-08,1.52,1.5,1.52,1.49,2170000.0
2015-01-09,1.52,1.52,1.52,1.5,1560000.0
2015-01-12,1.51,1.53,1.53,1.5,2320000.0
2015-01-13,1.5,1.51,1.53,1.5,2910000.0
2015-01-14,1.51,1.5,1.52,1.5,3750000.0
2015-01-15,1.52,1.51,1.54,1.5,4970000.0
2015-01-16,1.52,1.52,1.53,1.52,934200.0
2015-01-19,1.53,1.52,1.53,1.52,3060000.0
2015-01-20,1.52,1.53,1.53,1.51,1220000.0
2015-01-21,1.53,1.52,1.54,1.52,3330000.0
2015-01-22,1.53,1.52,1.54,1.52,3710000.0
2015-01-23,1.53,1.53,1.54,1.52,2180000.0
2015-01-26,1.53,1.53,1.55,1.53,3340000.0
2015-01-27,1.58,1.53,1.59,1.53,4060000.0
2015-01-28,1.58,1.58,1.6,1.57,3360000.0
2015-01-29,1.56,1.58,1.58,1.55,1590000.0
2015-01-30,1.55,1.56,1.57,1.54,1620000.0
2015-02-04,1.6,1.55,1.6,1.55,3060000.0
2015-02-05,1.56,1.6,1.6,1.56,1380000.0
2015-02-06,1.57,1.58,1.58,1.55,3260000.0
2015-02-09,1.55,1.56,1.57,1.55,5120000.0
2015-02-10,1.57,1.56,1.58,1.56,4300000.0
2015-02-11,1.56,1.57,1.58,1.56,7740000.0
2015-02-12,1.55,1.56,1.56,1.54,4420000.0
2015-02-13,1.55,1.56,1.56,1.55,2310000.0
2015-02-16,1.56,1.56,1.57,1.56,55300.0
2015-02-17,1.59,1.57,1.6,1.56,621100.0
2015-02-18,1.6,1.58,1.6,1.58,223800.0
2015-02-23,1.59,1.56,1.6,1.56,1580000.0
2015-02-24,1.66,1.59,1.66,1.59,1840000.0
2015-02-25,1.65,1.64,1.65,1.62,2420000.0
2015-02-26,1.65,1.65,1.65,1.61,850400.0
2015-02-27,1.63,1.64,1.68,1.63,1600000.0
2015-03-02,1.65,1.63,1.65,1.6,1210000.0
2015-03-03,1.66,1.65,1.67,1.64,1280000.0
2015-03-04,1.65,1.66,1.67,1.65,1160000.0
2015-03-05,1.67,1.65,1.67,1.65,970500.0
2015-03-06,1.63,1.67,1.68,1.63,684500.0
2015-03-09,1.59,1.63,1.63,1.59,1470000.0
2015-03-10,1.59,1.6,1.61,1.58,3780000.0
2015-03-11,1.57,1.59,1.6,1.57,2150000.0
2015-03-12,1.57,1.58,1.6,1.57,3330000.0
2015-03-13,1.6,1.57,1.6,1.57,2420000.0
2015-03-16,1.54,1.59,1.59,1.52,3640000.0
2015-03-17,1.57,1.55,1.57,1.54,2690000.0
2015-03-18,1.53,1.57,1.57,1.53,1080000.0
2015-03-19,1.56,1.55,1.57,1.55,1870000.0
2015-03-20,1.57,1.57,1.57,1.54,5770000.0
2015-03-23,1.58,1.57,1.58,1.56,7380000.0
2015-03-24,1.56,1.56,1.58,1.55,5420000.0
2015-03-25,1.56,1.58,1.58,1.55,1940000.0
2015-03-26,1.57,1.57,1.59,1.56,2450000.0
2015-03-27,1.57,1.57,1.58,1.57,2230000.0
2015-03-30,1.56,1.57,1.58,1.55,4720000.0
2015-03-31,1.57,1.55,1.57,1.55,2100000.0
2015-04-01,1.57,1.56,1.58,1.56,4420000.0
2015-04-02,1.63,1.57,1.63,1.57,3090000.0
2015-04-03,1.63,1.62,1.63,1.61,47100.0
2015-04-06,1.67,1.63,1.68,1.6,1640000.0
2015-04-07,1.7,1.68,1.7,1.66,1800000.0
2015-04-08,1.71,1.7,1.73,1.69,1610000.0
2015-04-09,1.7,1.7,1.72,1.67,1410000.0
2015-04-10,1.68,1.7,1.7,1.67,905000.0
2015-04-13,1.67,1.68,1.69,1.66,882700.0
2015-04-14,1.67,1.67,1.67,1.65,330400.0
2015-04-15,1.67,1.67,1.68,1.67,1080000.0
2015-04-16,1.68,1.66,1.69,1.65,3090000.0
2015-04-17,1.69,1.68,1.69,1.65,1940000.0
2015-04-20,1.67,1.66,1.68,1.66,515100.0
2015-04-21,1.69,1.67,1.69,1.67,2610000.0
2015-04-22,1.72,1.68,1.72,1.68,2650000.0
2015-04-23,1.72,1.7,1.72,1.68,1390000.0
2015-04-24,1.7,1.71,1.71,1.7,673800.0
2015-04-27,1.69,1.72,1.72,1.67,2160000.0
2015-04-28,1.7,1.7,1.71,1.69,1570000.0
2015-04-29,1.66,1.69,1.7,1.66,1020000.0
2015-04-30,1.71,1.67,1.72,1.67,2190000.0
2015-05-05,1.75,1.71,1.75,1.7,3260000.0
2015-05-06,1.72,1.76,1.76,1.67,2120000.0
2015-05-07,1.68,1.72,1.72,1.67,3430000.0
2015-05-08,1.7,1.67,1.71,1.67,1700000.0
2015-05-11,1.7,1.71,1.72,1.69,1820000.0
2015-05-12,1.7,1.71,1.71,1.69,1100000.0
2015-05-13,1.69,1.7,1.71,1.67,2510000.0
2015-05-14,1.69,1.67,1.71,1.67,1580000.0
2015-05-15,1.67,1.67,1.7,1.67,482600.0
2015-05-18,1.7,1.67,1.72,1.67,1820000.0
2015-05-19,1.71,1.7,1.72,1.7,1310000.0
2015-05-20,1.69,1.7,1.71,1.69,250800.0
2015-05-21,1.67,1.68,1.7,1.67,2150000.0
2015-05-22,1.67,1.68,1.7,1.67,1720000.0
2015-05-25,1.66,1.67,1.68,1.65,2250000.0
2015-05-26,1.65,1.66,1.69,1.64,2750000.0
