symbol,date,amount,data,formatted_date,type
5170.KL,1439341200,0.01,0.01,2015-08-12,DIVIDEND
5170.KL,1467162000,0.05,0.05,2016-06-29,DIVIDEND
5170.KL,1499216400,0.03,0.03,2017-07-05,DIVIDEND
5171.KL,1374714000,0.048,0.048,2013-07-25,DIVIDEND
5171.KL,1406077200,0.03,0.03,2014-07-23,DIVIDEND
5171.KL,1437440400,0.038,0.038,2015-07-21,DIVIDEND
5171.KL,1468544400,0.058,0.058,2016-07-15,DIVIDEND
5171.KL,1499302800,0.065,0.065,2017-07-06,DIVIDEND
5173.KL,1358298000,0.01,0.01,2013-01-16,DIVIDEND
5176.KL,1360198800,0.005,0.005,2013-02-07,DIVIDEND
5176.KL,1368493200,0.0007,0.0007,2013-05-14,DIVIDEND
5176.KL,1377046800,0.0068,0.0068,2013-08-21,DIVIDEND
5176.KL,1384218000,0.0035,0.0035,2013-11-12,DIVIDEND
5176.KL,1391994000,0.0034,0.0034,2014-02-10,DIVIDEND
5176.KL,1400029200,0.0171,0.0171,2014-05-14,DIVIDEND
5176.KL,1408669200,0.0045,0.0045,2014-08-22,DIVIDEND
5176.KL,1416358800,0.0032,0.0032,2014-11-19,DIVIDEND
5176.KL,1423702800,0.0037,0.0037,2015-02-12,DIVIDEND
5176.KL,1431565200,0.0034,0.0034,2015-05-14,DIVIDEND
5176.KL,1440378000,0.0079,0.0079,2015-08-24,DIVIDEND
5176.KL,1447290000,0.0045,0.0045,2015-11-12,DIVIDEND
5176.KL,1455152400,0.0045,0.0045,2016-02-11,DIVIDEND
5176.KL,1463014800,0.0056,0.0056,2016-05-12,DIVIDEND
5176.KL,1472086800,0.0081,0.0081,2016-08-25,DIVIDEND
5176.KL,1478739600,0.0044,0.0044,2016-11-10,DIVIDEND
5176.KL,1488157200,0.0228,0.0228,2017-02-27,DIVIDEND
5176.KL,1495069200,0.019,0.019,2017-05-18,DIVIDEND
5176.KL,1503536400,0.0227,0.0227,2017-08-24,DIVIDEND
5176.KL,1510534800,0.0267,0.0267,2017-11-13,DIVIDEND
5180.KL,1360112400,0.0424,0.0424,2013-02-06,DIVIDEND
5180.KL,1375232400,0.0435,0.0435,2013-07-31,DIVIDEND
5180.KL,1391648400,0.045,0.045,2014-02-06,DIVIDEND
5180.KL,1406768400,0.0453,0.0453,2014-07-31,DIVIDEND
5180.KL,1407114000,0.0453,0.0453,2014-08-04,DIVIDEND
5180.KL,1422579600,0.0438,0.0438,2015-01-30,DIVIDEND
5180.KL,1436144400,0.0461,0.0461,2015-07-06,DIVIDEND
5180.KL,1454461200,0.0399,0.0399,2016-02-03,DIVIDEND
5180.KL,1469754000,0.042,0.042,2016-07-29,DIVIDEND
5180.KL,1486429200,0.0423,0.0423,2017-02-07,DIVIDEND
5180.KL,1501549200,0.0398,0.0398,2017-08-01,DIVIDEND
5180.KL,1517965200,0.0408,0.0408,2018-02-07,DIVIDEND
5181.KL,1369789200,0.008,0.008,2013-05-29,DIVIDEND
5181.KL,1401238800,0.006,0.006,2014-05-28,DIVIDEND
5181.KL,1432688400,0.007,0.007,2015-05-27,DIVIDEND
5181.KL,1464310800,0.012,0.012,2016-05-27,DIVIDEND
5181.KL,1496019600,0.012,0.012,2017-05-29,DIVIDEND
5182.KL,1425862800,0.8,0.8,2015-03-09,DIVIDEND
5182.KL,1441674000,0.02,0.02,2015-09-08,DIVIDEND
5183.KL,1370394000,0.14,0.14,2013-06-05,DIVIDEND
5183.KL,1378429200,0.08,0.08,2013-09-06,DIVIDEND
5183.KL,1392944400,0.12,0.12,2014-02-21,DIVIDEND
5183.KL,1408669200,0.08,0.08,2014-08-22,DIVIDEND
5183.KL,1425517200,0.08,0.08,2015-03-05,DIVIDEND
5183.KL,1440032400,0.08,0.08,2015-08-20,DIVIDEND
5183.KL,1457312400,0.1,0.1,2016-03-07,DIVIDEND
5183.KL,1471827600,0.07,0.07,2016-08-22,DIVIDEND
5183.KL,1488502800,0.12,0.12,2017-03-03,DIVIDEND
5183.KL,1503450000,0.12,0.12,2017-08-23,DIVIDEND
5184.KL,1368147600,0.04,0.04,2013-05-10,DIVIDEND
5184.KL,1400202000,0.05,0.05,2014-05-16,DIVIDEND
5184.KL,1431910800,0.05,0.05,2015-05-18,DIVIDEND
5184.KL,1463101200,0.05,0.05,2016-05-13,DIVIDEND
5184.KL,1495155600,0.052000000000000005,0.052000000000000005,2017-05-19,DIVIDEND
5185.KL,1386810000,0.15,0.15,2013-12-12,DIVIDEND
5185.KL,1418259600,0.15,0.15,2014-12-11,DIVIDEND
5185.KL,1450054800,0.0299,0.0299,2015-12-14,DIVIDEND
5185.KL,1462496400,0.05,0.05,2016-05-06,DIVIDEND
5185.KL,1481677200,0.03,0.03,2016-12-14,DIVIDEND
5185.KL,1494810000,0.045,0.045,2017-05-15,DIVIDEND
5185.KL,1513299600,0.025,0.025,2017-12-15,DIVIDEND
5186.KL,1371171600,0.1,0.1,2013-06-14,DIVIDEND
5186.KL,1400720400,0.05,0.05,2014-05-22,DIVIDEND
5190.KL,1360890000,0.03,0.03,2013-02-15,DIVIDEND
5190.KL,1392339600,0.02,0.02,2014-02-14,DIVIDEND
5190.KL,1422234000,0.003,0.003,2015-01-26,DIVIDEND
5190.KL,1453078800,0.003,0.003,2016-01-18,DIVIDEND
5190.KL,1484701200,0.007,0.007,2017-01-18,DIVIDEND
5190.KL,1514941200,0.004,0.004,2018-01-03,DIVIDEND
5191.KL,1358902800,0.02,0.02,2013-01-23,DIVIDEND
5191.KL,1377565200,0.033,0.033,2013-08-27,DIVIDEND
5191.KL,1389834000,0.02,0.02,2014-01-16,DIVIDEND
5191.KL,1409619600,0.046,0.046,2014-09-02,DIVIDEND
5191.KL,1422406800,0.03,0.03,2015-01-28,DIVIDEND
5191.KL,1441069200,0.067,0.067,2015-09-01,DIVIDEND
5191.KL,1453770000,0.03,0.03,2016-01-26,DIVIDEND
5191.KL,1470013200,0.06,0.06,2016-08-01,DIVIDEND
5191.KL,1485219600,0.03,0.03,2017-01-24,DIVIDEND
5191.KL,1500858000,0.07,0.07,2017-07-24,DIVIDEND
5191.KL,1516582800,0.03,0.03,2018-01-22,DIVIDEND
5192.KL,1370394000,0.01,0.01,2013-06-05,DIVIDEND
5192.KL,1401930000,0.01,0.01,2014-06-05,DIVIDEND
5192.KL,1432861200,0.02,0.02,2015-05-29,DIVIDEND
5192.KL,1465779600,0.008,0.008,2016-06-13,DIVIDEND
5192.KL,1497315600,0.015,0.015,2017-06-13,DIVIDEND
5195.KL,1376874000,0.01,0.01,2013-08-19,DIVIDEND
5195.KL,1378947600,0.01,0.01,2013-09-12,DIVIDEND
5196.KL,1358384400,0.015,0.015,2013-01-17,DIVIDEND
5196.KL,1373936400,0.02,0.02,2013-07-16,DIVIDEND
5196.KL,1389056400,0.0175,0.0175,2014-01-07,DIVIDEND
5196.KL,1404867600,0.025,0.025,2014-07-09,DIVIDEND
5196.KL,1420506000,0.025,0.025,2015-01-06,DIVIDEND
5196.KL,1428454800,0.0125,0.0125,2015-04-08,DIVIDEND
5196.KL,1436403600,0.02,0.02,2015-07-09,DIVIDEND
5196.KL,1444698000,0.01,0.01,2015-10-13,DIVIDEND
5196.KL,1452128400,0.0125,0.0125,2016-01-07,DIVIDEND
5196.KL,1459904400,0.01,0.01,2016-04-06,DIVIDEND
5196.KL,1468285200,0.01,0.01,2016-07-12,DIVIDEND
5196.KL,1476147600,0.005,0.005,2016-10-11,DIVIDEND
5196.KL,1484010000,0.01,0.01,2017-01-10,DIVIDEND
5196.KL,1491526800,0.01,0.01,2017-04-07,DIVIDEND
5196.KL,1499648400,0.01,0.01,2017-07-10,DIVIDEND
5196.KL,1507683600,0.01,0.01,2017-10-11,DIVIDEND
5196.KL,1515546000,0.01,0.01,2018-01-10,DIVIDEND
5197.KL,1358816400,0.06,0.06,2013-01-22,DIVIDEND
5197.KL,1388365200,0.08,0.08,2013-12-30,DIVIDEND
5197.KL,1418864400,0.08,0.08,2014-12-18,DIVIDEND
5197.KL,1439427600,0.05,0.05,2015-08-13,DIVIDEND
5197.KL,1449104400,0.1,0.1,2015-12-03,DIVIDEND
5197.KL,1482973200,0.06,0.06,2016-12-29,DIVIDEND
5200.KL,1372986000,0.12,0.12,2013-07-05,DIVIDEND
5200.KL,1402880400,0.13,0.13,2014-06-16,DIVIDEND
5200.KL,1434330000,0.13,0.13,2015-06-15,DIVIDEND
5200.KL,1465866000,0.15,0.15,2016-06-14,DIVIDEND
5200.KL,1497402000,0.15,0.15,2017-06-14,DIVIDEND
5202.KL,1370998800,0.11,0.11,2013-06-12,DIVIDEND
5202.KL,1386723600,0.1,0.1,2013-12-11,DIVIDEND
5202.KL,1403658000,0.14,0.14,2014-06-25,DIVIDEND
5202.KL,1409706000,0.1,0.1,2014-09-03,DIVIDEND
5202.KL,1434416400,0.14,0.14,2015-06-16,DIVIDEND
5202.KL,1449536400,0.12,0.12,2015-12-08,DIVIDEND
5202.KL,1464138000,0.14,0.14,2016-05-25,DIVIDEND
5202.KL,1480640400,0.1,0.1,2016-12-02,DIVIDEND
5202.KL,1495674000,0.04,0.04,2017-05-25,DIVIDEND
5204.KL,1362445200,0.03,0.03,2013-03-05,DIVIDEND
5204.KL,1370394000,0.025,0.025,2013-06-05,DIVIDEND
5204.KL,1378688400,0.03,0.03,2013-09-09,DIVIDEND
5204.KL,1386032400,0.035,0.035,2013-12-03,DIVIDEND
5204.KL,1393981200,0.03,0.03,2014-03-05,DIVIDEND
5204.KL,1402362000,0.0125,0.0125,2014-06-10,DIVIDEND
5204.KL,1410310800,0.0144,0.0144,2014-09-10,DIVIDEND
5204.KL,1418086800,0.01,0.01,2014-12-09,DIVIDEND
5204.KL,1425949200,0.005,0.005,2015-03-10,DIVIDEND
5204.KL,1433811600,0.0075,0.0075,2015-06-09,DIVIDEND
5204.KL,1441242000,0.01,0.01,2015-09-03,DIVIDEND
5204.KL,1449536400,0.01,0.01,2015-12-08,DIVIDEND
5204.KL,1457485200,0.01,0.01,2016-03-09,DIVIDEND
5204.KL,1465261200,0.0075,0.0075,2016-06-07,DIVIDEND
5204.KL,1473210000,0.0075,0.0075,2016-09-07,DIVIDEND
5204.KL,1480986000,0.0075,0.0075,2016-12-06,DIVIDEND
5204.KL,1488848400,0.0075,0.0075,2017-03-07,DIVIDEND
5204.KL,1496624400,0.0075,0.0075,2017-06-05,DIVIDEND
5204.KL,1504832400,0.01,0.01,2017-09-08,DIVIDEND
5204.KL,1512608400,0.005,0.005,2017-12-07,DIVIDEND
5205.KL,1372986000,0.02,0.02,2013-07-05,DIVIDEND
5205.KL,1404694800,0.01,0.01,2014-07-07,DIVIDEND
5205.KL,1436317200,0.0125,0.0125,2015-07-08,DIVIDEND
5205.KL,1465779600,0.005,0.005,2016-06-13,DIVIDEND
5207.KL,1381194000,0.04,0.04,2013-10-08,DIVIDEND
5207.KL,1413248400,0.0475,0.0475,2014-10-14,DIVIDEND
5207.KL,1444698000,0.016,0.016,2015-10-13,DIVIDEND
5207.KL,1476320400,0.0046,0.0046,2016-10-13,DIVIDEND
5208.KL,1373418000,0.035,0.035,2013-07-10,DIVIDEND
5208.KL,1396918800,0.03,0.03,2014-04-08,DIVIDEND
5208.KL,1410224400,0.02,0.02,2014-09-09,DIVIDEND
5208.KL,1428454800,0.02,0.02,2015-04-08,DIVIDEND
5208.KL,1441933200,0.02,0.02,2015-09-11,DIVIDEND
5208.KL,1457398800,0.02,0.02,2016-03-08,DIVIDEND
5208.KL,1473382800,0.02,0.02,2016-09-09,DIVIDEND
5208.KL,1489453200,0.02,0.02,2017-03-14,DIVIDEND
5208.KL,1498611600,0.02,0.02,2017-06-28,DIVIDEND
5208.KL,1520902800,0.03,0.03,2018-03-13,DIVIDEND
5209.KL,1369616400,0.0769,0.0769,2013-05-27,DIVIDEND
5209.KL,1376614800,0.06,0.06,2013-08-16,DIVIDEND
5209.KL,1393808400,0.03,0.03,2014-03-03,DIVIDEND
5209.KL,1401325200,0.0436,0.0436,2014-05-29,DIVIDEND
5209.KL,1410138000,0.05,0.05,2014-09-08,DIVIDEND
5209.KL,1425344400,0.04,0.04,2015-03-03,DIVIDEND
5209.KL,1432083600,0.0406,0.0406,2015-05-20,DIVIDEND
5209.KL,1440637200,0.035,0.035,2015-08-27,DIVIDEND
5209.KL,1464138000,0.0477,0.0477,2016-05-25,DIVIDEND
5209.KL,1472173200,0.04,0.04,2016-08-26,DIVIDEND
5209.KL,1488330000,0.04,0.04,2017-03-01,DIVIDEND
5209.KL,1495587600,0.0486,0.0486,2017-05-24,DIVIDEND
5209.KL,1505350800,0.04,0.04,2017-09-14,DIVIDEND
5210.KL,1372122000,0.0014,0.0014,2013-06-25,DIVIDEND
5210.KL,1402448400,0.0325,0.0325,2014-06-11,DIVIDEND
5210.KL,1433984400,0.0163,0.0163,2015-06-11,DIVIDEND
5210.KL,1469667600,0.0082,0.0082,2016-07-28,DIVIDEND
5211.KL,1365382800,0.06,0.06,2013-04-08,DIVIDEND
5211.KL,1379466000,0.05,0.05,2013-09-18,DIVIDEND
5211.KL,1395968400,0.05,0.05,2014-03-28,DIVIDEND
5211.KL,1411347600,0.05,0.05,2014-09-22,DIVIDEND
5211.KL,1427677200,0.06,0.06,2015-03-30,DIVIDEND
5211.KL,1444870800,0.05,0.05,2015-10-15,DIVIDEND
5211.KL,1459299600,0.06,0.06,2016-03-30,DIVIDEND
5211.KL,1476234000,0.05,0.05,2016-10-12,DIVIDEND
5211.KL,1491267600,0.04,0.04,2017-04-04,DIVIDEND
5211.KL,1507856400,0.03,0.03,2017-10-13,DIVIDEND
5212.KL,1359939600,0.0009,0.0009,2013-02-04,DIVIDEND
5212.KL,1376614800,0.0009,0.0009,2013-08-16,DIVIDEND
5212.KL,1390957200,0.001,0.001,2014-01-29,DIVIDEND
5212.KL,1406854800,0.0009,0.0009,2014-08-01,DIVIDEND
5212.KL,1422320400,0.001,0.001,2015-01-27,DIVIDEND
5212.KL,1439254800,0.001,0.001,2015-08-11,DIVIDEND
5212.KL,1453856400,0.001,0.001,2016-01-27,DIVIDEND
5212.KL,1470704400,0.0013,0.0013,2016-08-09,DIVIDEND
5212.KL,1485997200,0.0015,0.0015,2017-02-02,DIVIDEND
5212.KL,1502154000,0.0383,0.0383,2017-08-08,DIVIDEND
5212.KL,1518051600,0.0428,0.0428,2018-02-08,DIVIDEND
5213.KL,1365728400,0.01,0.01,2013-04-12,DIVIDEND
5213.KL,1387155600,0.01,0.01,2013-12-16,DIVIDEND
5213.KL,1399338000,0.01,0.01,2014-05-06,DIVIDEND
5213.KL,1419382800,0.01,0.01,2014-12-24,DIVIDEND
5213.KL,1431478800,0.01,0.01,2015-05-13,DIVIDEND
5213.KL,1450227600,0.01,0.01,2015-12-16,DIVIDEND
5213.KL,1463360400,0.01,0.01,2016-05-16,DIVIDEND
5216.KL,1365987600,0.05,0.05,2013-04-15,DIVIDEND
5216.KL,1384477200,0.075,0.075,2013-11-15,DIVIDEND
5216.KL,1400029200,0.02,0.02,2014-05-14,DIVIDEND
5216.KL,1414112400,0.01,0.01,2014-10-24,DIVIDEND
5216.KL,1434070800,0.01,0.01,2015-06-12,DIVIDEND
5216.KL,1449795600,0.01,0.01,2015-12-11,DIVIDEND
5216.KL,1459213200,0.01,0.01,2016-03-29,DIVIDEND
5216.KL,1465434000,0.01,0.01,2016-06-09,DIVIDEND
5216.KL,1473382800,0.01,0.01,2016-09-09,DIVIDEND
5216.KL,1482973200,0.01,0.01,2016-12-29,DIVIDEND
5216.KL,1491786000,0.005,0.005,2017-04-10,DIVIDEND
5216.KL,1496797200,0.015,0.015,2017-06-07,DIVIDEND
5216.KL,1506560400,0.01,0.01,2017-09-28,DIVIDEND
5216.KL,1513731600,0.01,0.01,2017-12-20,DIVIDEND
5218.KL,1404262800,0.0135,0.0135,2014-07-02,DIVIDEND
5218.KL,1421024400,0.02,0.02,2015-01-12,DIVIDEND
5218.KL,1438131600,0.0135,0.0135,2015-07-29,DIVIDEND
5218.KL,1491958800,0.01,0.01,2017-04-12,DIVIDEND
5219.KL,1364259600,0.033,0.033,2013-03-26,DIVIDEND
5219.KL,1374195600,0.02,0.02,2013-07-19,DIVIDEND
5219.KL,1382403600,0.03,0.03,2013-10-22,DIVIDEND
5219.KL,1390957200,0.04,0.04,2014-01-29,DIVIDEND
5219.KL,1408323600,0.04,0.04,2014-08-18,DIVIDEND
5219.KL,1413939600,0.02,0.02,2014-10-22,DIVIDEND
5219.KL,1428973200,0.04,0.04,2015-04-14,DIVIDEND
5219.KL,1453770000,0.03,0.03,2016-01-26,DIVIDEND
5219.KL,1482886800,0.03,0.03,2016-12-28,DIVIDEND
5222.KL,1372294800,0.085,0.085,2013-06-27,DIVIDEND
5222.KL,1386637200,0.06,0.06,2013-12-10,DIVIDEND
5222.KL,1403744400,0.1,0.1,2014-06-26,DIVIDEND
5222.KL,1410310800,0.06,0.06,2014-09-10,DIVIDEND
5222.KL,1435280400,0.04,0.04,2015-06-26,DIVIDEND
5222.KL,1449622800,0.02,0.02,2015-12-09,DIVIDEND
5222.KL,1466038800,0.02,0.02,2016-06-16,DIVIDEND
5222.KL,1496019600,0.01,0.01,2017-05-29,DIVIDEND
5222.KL,1512608400,0.05,0.05,2017-12-07,DIVIDEND
5223.KL,1372813200,0.04,0.04,2013-07-03,DIVIDEND
5223.KL,1403658000,0.04,0.04,2014-06-25,DIVIDEND
5223.KL,1464915600,0.01,0.01,2016-06-03,DIVIDEND
5223.KL,1495760400,0.01,0.01,2017-05-26,DIVIDEND
5225.KL,1403744400,0.02,0.02,2014-06-26,DIVIDEND
5225.KL,1435712400,0.03,0.03,2015-07-01,DIVIDEND
5225.KL,1467075600,0.03,0.03,2016-06-28,DIVIDEND
5225.KL,1498611600,0.03,0.03,2017-06-28,DIVIDEND
5226.KL,1373504400,0.0156,0.0156,2013-07-11,DIVIDEND
5226.KL,1404781200,0.0191,0.0191,2014-07-08,DIVIDEND
5226.KL,1512522000,0.005,0.005,2017-12-06,DIVIDEND
5227.KL,1360803600,0.0183,0.0183,2013-02-14,DIVIDEND
5227.KL,1376442000,0.0343,0.0343,2013-08-14,DIVIDEND
5227.KL,1392339600,0.0009,0.0009,2014-02-14,DIVIDEND
5227.KL,1407718800,0.0008,0.0008,2014-08-11,DIVIDEND
5227.KL,1423530000,0.0008,0.0008,2015-02-10,DIVIDEND
5227.KL,1438909200,0.0007,0.0007,2015-08-07,DIVIDEND
5227.KL,1455066000,0.0012,0.0012,2016-02-10,DIVIDEND
5227.KL,1470358800,0.0009,0.0009,2016-08-05,DIVIDEND
5227.KL,1486515600,0.0012,0.0012,2017-02-08,DIVIDEND
5227.KL,1502672400,0.043,0.043,2017-08-14,DIVIDEND
5227.KL,1517878800,0.049,0.049,2018-02-06,DIVIDEND
5228.KL,1379034000,0.065,0.065,2013-09-13,DIVIDEND
5228.KL,1410138000,0.075,0.075,2014-09-08,DIVIDEND
5228.KL,1441587600,0.075,0.075,2015-09-07,DIVIDEND
5228.KL,1458090000,0.0325,0.0325,2016-03-16,DIVIDEND
5228.KL,1473728400,0.035,0.035,2016-09-13,DIVIDEND
5228.KL,1484528400,0.0325,0.0325,2017-01-16,DIVIDEND
5228.KL,1502845200,0.035,0.035,2017-08-16,DIVIDEND
5228.KL,1516669200,0.0325,0.0325,2018-01-23,DIVIDEND
5230.KL,1401843600,0.0386,0.0386,2014-06-04,DIVIDEND
5230.KL,1433293200,0.0404,0.0404,2015-06-03,DIVIDEND
5230.KL,1464742800,0.05,0.05,2016-06-01,DIVIDEND
5230.KL,1495069200,0.052000000000000005,0.052000000000000005,2017-05-18,DIVIDEND
5232.KL,1379034000,0.015,0.015,2013-09-13,DIVIDEND
5232.KL,1405472400,0.015,0.015,2014-07-16,DIVIDEND
5232.KL,1418173200,0.01,0.01,2014-12-10,DIVIDEND
5232.KL,1436403600,0.02,0.02,2015-07-09,DIVIDEND
5232.KL,1466470800,0.015,0.015,2016-06-21,DIVIDEND
5232.KL,1498611600,0.015,0.015,2017-06-28,DIVIDEND
5235SS.KL,1362531600,0.045,0.045,2013-03-06,DIVIDEND
5235SS.KL,1370480400,0.045,0.045,2013-06-06,DIVIDEND
5235SS.KL,1378170000,0.0745,0.0745,2013-09-03,DIVIDEND
5235SS.KL,1384218000,0.0828,0.0828,2013-11-12,DIVIDEND
5235SS.KL,1391475600,0.0098,0.0098,2014-02-04,DIVIDEND
5235SS.KL,1400806800,0.0865,0.0865,2014-05-23,DIVIDEND
5235SS.KL,1408669200,0.0805,0.0805,2014-08-22,DIVIDEND
5235SS.KL,1416445200,0.0819,0.0819,2014-11-20,DIVIDEND
5235SS.KL,1423443600,0.0875,0.0875,2015-02-09,DIVIDEND
5235SS.KL,1431910800,0.0834,0.0834,2015-05-18,DIVIDEND
5235SS.KL,1440032400,0.0302,0.0302,2015-08-20,DIVIDEND
5235SS.KL,1448326800,0.0535,0.0535,2015-11-24,DIVIDEND
5235SS.KL,1454547600,0.0198,0.0198,2016-02-04,DIVIDEND
5235SS.KL,1463619600,0.086,0.086,2016-05-19,DIVIDEND
5235SS.KL,1471222800,0.0291,0.0291,2016-08-15,DIVIDEND
5235SS.KL,1479258000,0.086,0.086,2016-11-16,DIVIDEND
5235SS.KL,1486342800,0.0417,0.0417,2017-02-06,DIVIDEND
5235SS.KL,1496624400,0.086,0.086,2017-06-05,DIVIDEND
5235SS.KL,1504659600,0.086,0.086,2017-09-06,DIVIDEND
5235SS.KL,1511917200,0.086,0.086,2017-11-29,DIVIDEND
5235SS.KL,1518051600,0.1035,0.1035,2018-02-08,DIVIDEND
5236.KL,1372208400,0.135,0.135,2013-06-26,DIVIDEND
5236.KL,1380070800,0.07,0.07,2013-09-25,DIVIDEND
5236.KL,1388106000,0.05,0.05,2013-12-27,DIVIDEND
5236.KL,1395795600,0.05,0.05,2014-03-26,DIVIDEND
5236.KL,1403571600,0.05,0.05,2014-06-24,DIVIDEND
5236.KL,1411693200,0.0375,0.0375,2014-09-26,DIVIDEND
5236.KL,1419210000,0.0375,0.0375,2014-12-22,DIVIDEND
5236.KL,1427245200,0.0525,0.0525,2015-03-25,DIVIDEND
5236.KL,1435107600,0.0425,0.0425,2015-06-24,DIVIDEND
5236.KL,1442883600,0.035,0.035,2015-09-22,DIVIDEND
5236.KL,1450659600,0.035,0.035,2015-12-21,DIVIDEND
5236.KL,1458694800,0.0375,0.0375,2016-03-23,DIVIDEND
5236.KL,1465952400,0.044,0.044,2016-06-15,DIVIDEND
5236.KL,1474419600,0.0325,0.0325,2016-09-21,DIVIDEND
5236.KL,1482454800,0.0325,0.0325,2016-12-23,DIVIDEND
5236.KL,1490749200,0.035,0.035,2017-03-29,DIVIDEND
5236.KL,1496365200,0.0375,0.0375,2017-06-02,DIVIDEND
5236.KL,1505178000,0.0325,0.0325,2017-09-12,DIVIDEND
5236.KL,1513731600,0.0325,0.0325,2017-12-20,DIVIDEND
5239.KL,1417395600,0.04,0.04,2014-12-01,DIVIDEND
5239.KL,1448931600,0.045,0.045,2015-12-01,DIVIDEND
5239.KL,1480986000,0.005,0.005,2016-12-06,DIVIDEND
5239.KL,1513040400,0.005,0.005,2017-12-12,DIVIDEND
5242.KL,1389574800,0.006,0.006,2014-01-13,DIVIDEND
5242.KL,1415062800,0.02,0.02,2014-11-04,DIVIDEND
5242.KL,1432515600,0.01,0.01,2015-05-25,DIVIDEND
5242.KL,1446598800,0.02,0.02,2015-11-04,DIVIDEND
5242.KL,1457658000,0.006,0.006,2016-03-11,DIVIDEND
5242.KL,1476234000,0.01,0.01,2016-10-12,DIVIDEND
5242.KL,1486515600,0.003,0.003,2017-02-08,DIVIDEND
5242.KL,1509584400,0.005,0.005,2017-11-02,DIVIDEND
5243.KL,1419555600,0.01,0.01,2014-12-26,DIVIDEND
5245.KL,1394413200,0.015,0.015,2014-03-10,DIVIDEND
5245.KL,1416272400,0.015,0.015,2014-11-18,DIVIDEND
5245.KL,1444611600,0.02,0.02,2015-10-12,DIVIDEND
5245.KL,1477011600,0.015,0.015,2016-10-21,DIVIDEND
5245.KL,1507770000,0.03,0.03,2017-10-12,DIVIDEND
5246.KL,1393376400,0.0522,0.0522,2014-02-26,DIVIDEND
5246.KL,1407373200,0.051,0.051,2014-08-07,DIVIDEND
5246.KL,1424912400,0.0615,0.0615,2015-02-26,DIVIDEND
5246.KL,1439427600,0.0532,0.0532,2015-08-13,DIVIDEND
5246.KL,1455670800,0.0578,0.0578,2016-02-17,DIVIDEND
5246.KL,1470704400,0.073,0.073,2016-08-09,DIVIDEND
5246.KL,1487725200,0.067,0.067,2017-02-22,DIVIDEND
5246.KL,1501549200,0.06372,0.06372,2017-08-01,DIVIDEND
5247.KL,1418173200,0.025,0.025,2014-12-10,DIVIDEND
5247.KL,1449104400,0.025,0.025,2015-12-03,DIVIDEND
5247.KL,1480554000,0.02,0.02,2016-12-01,DIVIDEND
5247.KL,1512522000,0.01,0.01,2017-12-06,DIVIDEND
5248.KL,1389574800,0.0175,0.0175,2014-01-13,DIVIDEND
5248.KL,1403744400,0.035,0.035,2014-06-26,DIVIDEND
5248.KL,1411434000,0.02,0.02,2014-09-23,DIVIDEND
5248.KL,1420160400,0.0325,0.0325,2015-01-02,DIVIDEND
5248.KL,1428282000,0.0335,0.0335,2015-04-06,DIVIDEND
5248.KL,1436144400,0.0275,0.0275,2015-07-06,DIVIDEND
5248.KL,1444093200,0.0225,0.0225,2015-10-06,DIVIDEND
5248.KL,1451869200,0.025,0.025,2016-01-04,DIVIDEND
5248.KL,1459299600,0.0215,0.0215,2016-03-30,DIVIDEND
5248.KL,1467680400,0.025,0.025,2016-07-05,DIVIDEND
5248.KL,1475542800,0.03,0.03,2016-10-04,DIVIDEND
5248.KL,1483578000,0.0275,0.0275,2017-01-05,DIVIDEND
5248.KL,1491440400,0.0275,0.0275,2017-04-06,DIVIDEND
5248.KL,1499389200,0.0315,0.0315,2017-07-07,DIVIDEND
5248.KL,1507510800,0.015,0.015,2017-10-09,DIVIDEND
5248.KL,1515718800,0.016,0.016,2018-01-12,DIVIDEND
5249.KL,1411693200,0.08,0.08,2014-09-26,DIVIDEND
5249.KL,1442278800,0.06,0.06,2015-09-15,DIVIDEND
5249.KL,1474333200,0.08,0.08,2016-09-20,DIVIDEND
5249.KL,1503882000,0.06,0.06,2017-08-28,DIVIDEND
5250.KL,1426208400,0.025,0.025,2015-03-13,DIVIDEND
5250.KL,1458003600,0.023,0.023,2016-03-15,DIVIDEND
5250.KL,1491958800,0.023,0.023,2017-04-12,DIVIDEND
5250.KL,1525654800,0.026557,0.026557,2018-05-07,DIVIDEND
5252.KL,1424826000,0.03,0.03,2015-02-25,DIVIDEND
5252.KL,1456102800,0.02,0.02,2016-02-22,DIVIDEND
5252.KL,1463446800,0.01,0.01,2016-05-17,DIVIDEND
5252.KL,1485392400,0.0125,0.0125,2017-01-26,DIVIDEND
5252.KL,1494550800,0.01,0.01,2017-05-12,DIVIDEND
5253.KL,1418259600,0.01,0.01,2014-12-11,DIVIDEND
5253.KL,1433379600,0.015,0.015,2015-06-04,DIVIDEND
5253.KL,1449795600,0.01,0.01,2015-12-11,DIVIDEND
5253.KL,1465347600,0.025,0.025,2016-06-08,DIVIDEND
5253.KL,1481072400,0.015,0.015,2016-12-07,DIVIDEND
5253.KL,1496883600,0.03,0.03,2017-06-08,DIVIDEND
5253.KL,1512522000,0.015,0.015,2017-12-06,DIVIDEND
5254.KL,1409792400,0.02,0.02,2014-09-04,DIVIDEND
5254.KL,1417568400,0.02,0.02,2014-12-03,DIVIDEND
5254.KL,1426035600,0.02,0.02,2015-03-11,DIVIDEND
5254.KL,1433293200,0.02,0.02,2015-06-03,DIVIDEND
