code,name,url
5228,ELK-Desa Resources Bhd (ELKD),https://www.investing.com/equities/elk-desa-resources-bhd-dividends
5196,Berjaya Food Bhd (BJFO),https://www.investing.com/equities/berjaya-food-bhd-dividends
7230,Tomei Consolidated Bhd (TMEI),https://www.investing.com/equities/tomei-consolidated-bhd-dividends
2194,MMC Corporation Bhd (MMCB),https://www.investing.com/equities/mmc-corporation-bhd-dividends
7237,Power Root Bhd (POWE),https://www.investing.com/equities/power-root-bhd-dividends
7162,Astino Bhd (ATNO),https://www.investing.com/equities/astino-bhd-dividends
3239,Berjaya Assets Bhd (BERJ),https://www.investing.com/equities/berjaya-assets-bhd-dividends
2186,Kuchai Develop Bhd (KCDS),https://www.investing.com/equities/kuchai-develop-bhd-dividends
9172,Formosa Prosonic Industries (FPIB),https://www.investing.com/equities/formosa-prosonic-industries-dividends
4057,Asian Pac Holdings Bhd (APHB),https://www.investing.com/equities/asian-pac-holdings-bhd-dividends
7133,United U Li Corporation Bhd (UULI),https://www.investing.com/equities/united-u-li-corporation-dividends
7095,PIE Industrial Bhd (PIEN),https://www.investing.com/equities/pie-industrial-bhd-dividends
7213,Hovid Bhd (HOVI),https://www.investing.com/equities/hovid-bhd-dividends
7204,D O Green Technologies Bhd (DOVT),https://www.investing.com/equities/d-o-green-technologies-bhd-dividends
5012,Ta Ann Holdings Bhd (TAAN),https://www.investing.com/equities/ta-ann-holdings-bhd-dividends
7773,EP Manufacturing Bhd (EPMB),https://www.investing.com/equities/ep-manufacturing-bhd-dividends
5120,AmFIRST Real Estate Investment Trust (AMFL),https://www.investing.com/equities/amfirst-dividends
8,Willowglen MSC Bhd (WLOW),https://www.investing.com/equities/willowglen-msc-bhd-dividends
5176,Sunway Real Estate Investment Trust (SUNW),https://www.investing.com/equities/sunway-real-estate-invest-trust-dividends
4251,I-Berhad (IBHD),https://www.investing.com/equities/i-bhd-dividends
5401,Tropicana Corporation Bhd (TROP),https://www.investing.com/equities/tropicana-corporation-bhd-dividends
5159,Yoong Onn Corporation Bhd (YGON),https://www.investing.com/equities/yoong-onn-corporation-bhd-dividends
6815,Eupe Corporation Bhd (EUPE),https://www.investing.com/equities/eupe-corporation-bhd-dividends
2836,Carlsberg Brewery Malaysia Bhd (CBMS),https://www.investing.com/equities/carlsberg-brewery-malaysia-bhd-dividends
5192,K Seng Seng Corporation Bhd (KSSC),https://www.investing.com/equities/k-seng-seng-corporation-bhd-dividends
5080,Poh Kong Holdings Bhd (POHK),https://www.investing.com/equities/poh-kong-holdings-bhd-dividends
0101,TMC Life Sciences Bhd (TMCN),https://www.investing.com/equities/tmc-life-sciences-bhd-dividends
0100,ES Ceramics Technology Bhd (ESCM),https://www.investing.com/equities/es-ceramics-technology-bhd-dividends
3921,Mwe Holdings Bhd (MWEM),https://www.investing.com/equities/mwe-holdings-bhd-dividends
5152,Muar Ban Lee Group Bhd (MUBL),https://www.investing.com/equities/muar-ban-lee-group-bhd-dividends
5024,Hup Seng Industries Bhd (HSIB),https://www.investing.com/equities/hup-seng-industries-bhd-dividends
0146,JF Technology BHD (JFTB),https://www.investing.com/equities/jf-tech-dividends
0161,SCH Group Bhd (SCHG),https://www.investing.com/equities/sch-group-bhd-dividends
5139,Aeon Credit Service Bhd (ANCR),https://www.investing.com/equities/aeon-credit-service-(m)-bhd-dividends
5126,Sarawak Oil Palms Bhd (SOPS),https://www.investing.com/equities/sarawak-oil-palms-bhd-dividends
7217,Eonmetall Group Bhd (EONM),https://www.investing.com/equities/eonmetall-group-bhd-dividends
5075,Plenitude Bhd (PLET),https://www.investing.com/equities/plenitude-bhd-dividends
7140,Oka Corporation Bhd (OKAC),https://www.investing.com/equities/oka-corporation-bhd-dividends
4944,Nylex (Malaysia) Bhd (NMBS),https://www.investing.com/equities/nylex-malaysia-bhd-dividends
168,Boilermech Holdings Bhd (BOIL),https://www.investing.com/equities/boilermech-holdings-bhd-dividends
6068,PCCS Group Bhd (PCCS),https://www.investing.com/equities/pccs-group-bhd-dividends
7609,Ajiya Bhd (AJIY),https://www.investing.com/equities/ajiya-bhd-dividends
3298,Hexza Corporation Bhd (HXZS),https://www.investing.com/equities/hexza-corporation-bhd-dividends
9873,Prestar Resources Bhd (PTAR),https://www.investing.com/equities/prestar-resources-bhd-dividends
7250,Uzma Bhd (UZMA),https://www.investing.com/equities/uzma-bhd-dividends
3719,Panasonic Manufacture Malaysia (PMMY),https://www.investing.com/equities/panasonic-manufacture-malaysia-dividends
3069,Mega First Corporation Bhd (MEGA),https://www.investing.com/equities/mega-first-corporation-bhd-dividends
8494,LBI Capital Bhd (LBIP),https://www.investing.com/equities/lbi-capital-bhd-dividends
5000,Hume Industries Bhd (HUIN),https://www.investing.com/equities/hume-industries-bhd-dividends
5031,TIME Dotcom Bhd (TCOM),https://www.investing.com/equities/time-dotcom-bhd-dividends
5162,ECS ICT Bhd (ECSI),https://www.investing.com/equities/ecs-ict-bhd-dividends
2062,Harbour Link Group Bhd (HARR),https://www.investing.com/equities/harbour-link-group-bhd-dividends
5027,Kim Loong Resources Bhd (KIML),https://www.investing.com/equities/kim-loong-resources-bhd-dividends
3255,Heineken Bhd (HEIN),https://www.investing.com/equities/guinness-anchor-bhd-dividends
7172,PMB Technology Bhd (PMBT),https://www.investing.com/equities/pmb-technology-bhd-dividends
8966,Prolexus Bhd (PXUS),https://www.investing.com/equities/prolexus-bhd-dividends
8591,Crest Builder Holdings Bhd (CREH),https://www.investing.com/equities/crest-builder-holdings-bhd-dividends
3794,Lafarge Malayan Cement Bhd (LAFA),https://www.investing.com/equities/lafarge-malayan-cement-bhd-dividends
5010,Tong Herr Resources Bhd (THRB),https://www.investing.com/equities/tong-herr-resources-bhd-dividends
5062,Hua Yang Bhd (HUAY),https://www.investing.com/equities/hua-yang-bhd-dividends
7129,Asia File Corporation Bhd (AFCB),https://www.investing.com/equities/asia-file-corporation-bhd-dividends
7043,JMR Conglomeration Bhd (JMRB),https://www.investing.com/equities/jmr-conglomeration-bhd-dividends
7186,SWS Capital Bhd (SWSB),https://www.investing.com/equities/sws-capital-bhd-dividends
5181,SIG Gases Bhd (SIGS),https://www.investing.com/equities/sig-gases-bhd-dividends
0011,Brite Tech Bhd (BECH),https://www.investing.com/equities/brite-tech-bhd-dividends
5028,HeiTech Padu Bhd (HEIT),https://www.investing.com/equities/heitech-padu-bhd-dividends
7676,Gunung Capital Bhd (GUNU),https://www.investing.com/equities/gunung-capital-bhd-dividends
7034,Thong Guan Industries Bhd (TGIB),https://www.investing.com/equities/thong-guan-industries-bhd-dividends
5135,Sarawak Plantation Bhd (SPLN),https://www.investing.com/equities/sarawak-plantation-bhd-dividends
2658,Ajinomoto Malaysia Bhd (AJIN),https://www.investing.com/equities/ajinomoto-(malaysia)-bhd-dividends
7081,Pharmaniaga Bhd (PHMA),https://www.investing.com/equities/pharmaniaga-bhd-dividends
8443,Hil Industries Bhd (HILI),https://www.investing.com/equities/hil-industries-bhd-dividends
8931,Jerasia Capital Bhd (JERA),https://www.investing.com/equities/jerasia-capital-bhd-dividends
7014,YLI Holdings Bhd (YLIH),https://www.investing.com/equities/yli-holdings-bhd-dividends
0158,SCC Holdings Bhd (SCCH),https://www.investing.com/equities/scc-holdings-bhd-dividends
6971,Kobay Tech Bhd (KOBA),https://www.investing.com/equities/kobay-tech-bhd-dividends
9466,KKB Engineering Berhad (KKBE),https://www.investing.com/equities/kkb-engineering-berhad-dividends
5213,Sentoria Group Bhd (SNTO),https://www.investing.com/equities/sentoria-group-bhd-dividends
7087,Magni Tech Industries Bhd (MATE),https://www.investing.com/equities/magni-tech-industries-bhd-dividends
9016,Eksons Corp Bhd (EKSN),https://www.investing.com/equities/eksons-corp-bhd-dividends
5085,Mudajaya Group Bhd (MJYA),https://www.investing.com/equities/mudajaya-group-bhd-dividends
8761,Brem Holding Bhd (BREM),https://www.investing.com/equities/brem-holding-bhd-dividends
7246,Signature International Bhd (SGNA),https://www.investing.com/equities/signature-international-bhd-dividends
5132,Deleum Bhd (DLEU),https://www.investing.com/equities/deleum-bhd-dividends
5212,Pavilion Real Estate Inv Trust (PREI),https://www.investing.com/equities/pavilion-real-estate-inv-trust-dividends
3247,GUH Holdings Bhd (GUHB),https://www.investing.com/equities/guh-holdings-bhd-dividends
5160,Homeritz Corporation Bhd (HOME),https://www.investing.com/equities/homeritz-corporation-bhd-dividends
4006,Oriental Holdings Bhd (OTLS),https://www.investing.com/equities/oriental-holdings-bhd-dividends
49,Oceancash Pacific Bhd (OCEA),https://www.investing.com/equities/oceancash-pacific-bhd-dividends
5269,Al-Salam Real Estate Investment Trust (ALSA),https://www.investing.com/equities/al-salam-real-estate-investment-dividends
5232,Leon Fuat Bhd (LEON),https://www.investing.com/equities/leon-fuat-bhd-dividends
0105,Asia Poly Holdings Bhd (ASPY),https://www.investing.com/equities/asia-poly-holdings-bhd-dividends
6491,Kumpulan Fima Bhd (KFIM),https://www.investing.com/equities/kumpulan-fima-bhd-dividends
4707,Nestle (Malaysia) Bhd (NESM),https://www.investing.com/equities/nestle-(malaysia)-bhd-dividends
7152,Jaycorp Bhd (JAYC),https://www.investing.com/equities/jaycorp-bhd-dividends
5242,Solid Automotive Bhd (SOIL),https://www.investing.com/equities/solid-automotive-bhd-dividends
3379,Insas Bhd (INSS),https://www.investing.com/equities/insas-bhd-dividends
5065,Ornapaper Bhd (ORPA),https://www.investing.com/equities/ornapaper-bhd-dividends
5207,SBC Corp Bhd (SIAH),https://www.investing.com/equities/sbc-corp-bhd-dividends
9059,TSH Resources Bhd (TSHR),https://www.investing.com/equities/tsh-resources-bhd-dividends
5105,Can One Bhd (CNON),https://www.investing.com/equities/can-one-bhd-dividends
3301,Hong Leong Industries Bhd (HLIB),https://www.investing.com/equities/hong-leong-industries-bhd-dividends
5107,IQ Group Holdings Bhd (IQGH),https://www.investing.com/equities/iq-group-holdings-bhd-dividends
4952,Amanah Harta Tanah PNB (AHBM),https://www.investing.com/equities/amanah-harta-tanah-dividends
2674,Aluminium Company of Malaysia Bhd (ALCO),https://www.investing.com/equities/aluminium-company-of-malaysia-dividends
7029,Master Pack Group Bhd (MSTP),https://www.investing.com/equities/master-pack-group-bhd-dividends
7412,SHH Resources Holdings Bhd (SHHR),https://www.investing.com/equities/shh-resources-holdings-bhd-dividends
5100,BP Plastics Holding Bhd (BPPL),https://www.investing.com/equities/bp-plastics-holding-bhd-dividends
5131,Zhulian Corporation Bhd (ZHCO),https://www.investing.com/equities/zhulian-corporation-bhd-dividends
8834,Ireka Corporation Bhd (IRKA),https://www.investing.com/equities/ireka-corporation-bhd-dividends
1899,Batu Kawan Bhd (BTKW),https://www.investing.com/equities/batu-kawan-bhd-dividends
7033,Kumpulan H & L High-Tech Bhd (KHLH),https://www.investing.com/equities/kumpulan-h-l-high-tech-dividends
5436,Perusahaan Sadur Timah Malaysia Perstima Bhd (PSTM),https://www.investing.com/equities/perusahaan-sadur-timah-dividends
2925,Cycle Carriage Bintang Bhd (CYCB),https://www.investing.com/equities/cycle-carriage-bintang-bhd-dividends
6262,Innoprise Plantations Bhd (INNO),https://www.investing.com/equities/innoprise-plantations-bhd-dividends
5009,White Horse Bhd (WHSE),https://www.investing.com/equities/white-horse-bhd-dividends
5121,Hektar Real Estate Investment Trust (HEKR),https://www.investing.com/equities/hektar-reit-dividends
5371,Kim Hin Industry Bhd (KIMH),https://www.investing.com/equities/kim-hin-industry-bhd-dividends
7216,Kawan Food Bhd (KWNF),https://www.investing.com/equities/kawan-food-bhd-dividends
0028,Scope Industries Bhd (SCPE),https://www.investing.com/equities/scope-industries-bhd-dividends
4596,Sapura Resources Bhd (SRCS),https://www.investing.com/equities/sapura-resources-bhd-dividends
5235SS,KLCC Property Holdings Bhd (KLCC),https://www.investing.com/equities/klcc-prop-reits---stapled-sec-dividends
1783,Selangor Properties Bhd (SELS),https://www.investing.com/equities/selangor-properties-bhd-dividends
7090,Apex Healthcare Bhd (APER),https://www.investing.com/equities/apex-healthcare-bhd-dividends
7085,LTKM Bhd (LTKM),https://www.investing.com/equities/ltkm-bhd-dividends
9423,Chee Wah Corporation Bhd (CWGH),https://www.investing.com/equities/chee-wah-corp-bhd-dividends
5112,TH Plantations Bhd (THPB),https://www.investing.com/equities/th-plantations-bhd-dividends
3522,Kian Joo Can Factory Bhd (KJCS),https://www.investing.com/equities/kian-joo-can-factory-bhd-dividends
2224,Selangor Dredging Bhd (SDGS),https://www.investing.com/equities/selangor-dredging-bhd-dividends
3476,Keck Seng Malaysia Bhd (KSMS),https://www.investing.com/equities/keck-seng-malaysia-bhd-dividends
0089,Tex Cycle Technology M Bhd (TXCY),https://www.investing.com/equities/tex-cycle-technology-m-bhd-dividends
2593,United Malacca Bhd (UMRS),https://www.investing.com/equities/united-malacca-bhd-dividends
5130,Atrium Real Estate Investment Trust (ATRL),https://www.investing.com/equities/atrium-dividends
3026,Dutch Lady Milk Industries Bhd (DBMS),https://www.investing.com/equities/dutch-lady-milk-industries-bhd-dividends
8982,Cepatwawasan Group Bhd (CPWA),https://www.investing.com/equities/cepatwawasan-group-bhd-dividends
9326,LB Aluminium Bhd (LBAL),https://www.investing.com/equities/lb-aluminium-bhd-dividends
9865,Suiwah Corporation Bhd (SWAH),https://www.investing.com/equities/suiwah-corporation-bhd-dividends
5140,Tasco Bhd (TASC),https://www.investing.com/equities/tasco-bhd-dividends
5208,EITA Resources Bhd (EITA),https://www.investing.com/equities/eita-resources-bhd-dividends
0106,Rexit Bhd (REXT),https://www.investing.com/equities/rexit-bhd-dividends
5066,NTPM Holdings Bhd (NTPM),https://www.investing.com/equities/ntpm-holdings-bhd-dividends
5592,Grand Central Enterprises Bhd (GRAN),https://www.investing.com/equities/grand-central-enterprises-bhd-dividends
7231,Wellcall Holdings Bhd (WCAL),https://www.investing.com/equities/wellcall-holdings-bhd-dividends
3107,Fima Corporation Bhd (FIMA),https://www.investing.com/equities/fima-corporation-bhd-dividends
4405,Tan Chong Motor Holdings Bhd (TNCS),https://www.investing.com/equities/tan-chong-motor-holdings-bhd-dividends
1163,Allianz Malaysia Bhd (AINM),https://www.investing.com/equities/allianz-malaysia-bhd-dividends
9334,KESM Industries Bhd (KESM),https://www.investing.com/equities/kesm-industries-bhd-dividends
5026,MHC Plantations Bhd (MHCP),https://www.investing.com/equities/mhc-plantations-bhd-dividends
5088,Apex Equity Holdings Bhd (APES),https://www.investing.com/equities/apex-equity-holdings-bhd-dividends
9822,Sam Engineering Equipment (SAEG),https://www.investing.com/equities/sam-engineering-equipment-dividends
2089,United Plantations Bhd (UTPS),https://www.investing.com/equities/united-plantations-bhd-dividends
1503,GuocoLand (Malaysia) Bhd (GUOL),https://www.investing.com/equities/guocoland-(malaysia)-bhd-dividends
5134,Southern Acids (M) Bhd (SOUS),https://www.investing.com/equities/southern-acids-m-bhd-dividends
9741,Rohas Tecnic Bhd (ROHA),https://www.investing.com/equities/tecnic-group-bhd-dividends
9792,SEG International Bhd (SEDU),https://www.investing.com/equities/seg-international-bhd-dividends
7214,A Rank Bhd (ARNK),https://www.investing.com/equities/a-rank-bhd-dividends
5167,Turbo Mech Bhd (TURB),https://www.investing.com/equities/turbo-mech-bhd-dividends
5916,Malaysia Smelting Corporation Bhd (MSCB),https://www.investing.com/equities/malaysia-smelting-corp-dividends
5110,UOA Real Estate Investment Trust (UOAR),https://www.investing.com/equities/uoa-reit-dividends
5049,Country View Bhd (CVIE),https://www.investing.com/equities/country-view-bhd-dividends
2607,Inch Kenneth Kajang Rubber PLC (IKEN),https://www.investing.com/equities/inch-kenneth-kajang-rubber-plc-dividends
7374,Tien Wah Press Holdings Bhd (TWPH),https://www.investing.com/equities/tien-wah-press-holdings-dividends
8133,Boustead Heavy Industries (BHIB),https://www.investing.com/equities/boustead-heavy-industries-dividends
5983,MBM Resources Bhd (MBMR),https://www.investing.com/equities/mbm-resources-bhd-dividends
7169,Dominant Enterprise Bhd (DOMN),https://www.investing.com/equities/dominant-enterprise-bhd-dividends
5138,Hap Seng Plantations Holdings Bhd (HAPP),https://www.investing.com/equities/hap-seng-plantations-holdings-bhd-dividends
7083,Analabs Resources Bhd (ANRE),https://www.investing.com/equities/analabs-resources-bhd-dividends
5568,APB Resources Bhd (APBS),https://www.investing.com/equities/apb-resources-bhd-dividends
5908,DKSH Holdings Malaysia Berhad (DELM),https://www.investing.com/equities/dksh-holdings-malaysia-berhad-dividends
7210,Freight Management Holdings (FMHB),https://www.investing.com/equities/freight-management-holdings-dividends
7382,Golden Land Bhd (GOLD),https://www.investing.com/equities/golden-land-bhd-dividends
5673,Ipmuda Bhd (IPMU),https://www.investing.com/equities/ipmuda-bhd-dividends
6009,Pacific Orient Bhd (PACO),https://www.investing.com/equities/pacific-orient-bhd-dividends
5245,Caring Pharmacy Group Bhd (CARI),https://www.investing.com/equities/caring-pharmacy-group-bhd-dividends
6351,Amway (Malaysia) Holdings Bhd (AMWA),https://www.investing.com/equities/amway-(malaysia)-holdings-bhd-dividends
8613,Enra Group Bhd (ENRA),https://www.investing.com/equities/perduren-(m)-bhd-dividends
7579,AWC Bhd (AWCF),https://www.investing.com/equities/awc-bhd-dividends
0099,Scicom MSC Bhd (SCCM),https://www.investing.com/equities/scicom-msc-bhd-dividends
8621,LPI Capital Bhd (LOND),https://www.investing.com/equities/lpi-capital-bhd-dividends
1058,Manulife Holdings Bhd (MNLF),https://www.investing.com/equities/manulife-holdings-bhd-dividends
4448,Tasek Corporation Bhd (TKCS),https://www.investing.com/equities/tasek-corporation-bhd-dividends
9199,Lysaght Galvanized Steel Bhd (LYSA),https://www.investing.com/equities/lysaght-galvanized-steel-dividends
7107,Oriental Food Industries Hold (OFIH),https://www.investing.com/equities/oriental-food-industries-hold-dividends
6139,Syarikat Takaful Malaysia Bhd (TAKA),https://www.investing.com/equities/syarikat-takaful-malaysia-bhd-dividends
7757,UPA Corporation Bhd (UPAB),https://www.investing.com/equities/upa-corporation-bhd-dividends
5047,NPC Resources Bhd (NPCR),https://www.investing.com/equities/npc-resources-bhd-dividends
6521,Suria Capital Holdings Bhd (SURI),https://www.investing.com/equities/suria-capital-holdings-bhd-dividends
5104,CNI Holdings Bhd (CNIH),https://www.investing.com/equities/cni-holdings-bhd-dividends
7060,New Hoong Fatt Holdings Bhd (NHFH),https://www.investing.com/equities/new-hoong-fatt-holdings-bhd-dividends
5182,Gw Plastics Holdings Bhd (MCTB),https://www.investing.com/equities/gw-plastics-holdings-bhd-dividends
5015,APM Automotive Holdings Bhd (APMA),https://www.investing.com/equities/apm-automotive-holdings-bhd-dividends
7722,Asia Brands Bhd (ASIA),https://www.investing.com/equities/asia-brands-bhd-dividends
7189,MB World Group Bhd (MBWO),https://www.investing.com/equities/emas-kiara-industries-bhd-dividends
7149,Eng Kah Corporation Bhd (ENGH),https://www.investing.com/equities/eng-kah-corporation-bhd-dividends
7099,Atta Global Group Bhd (ATTA),https://www.investing.com/equities/smpc-corporation-bhd-dividends
5517,Shangri La Hotels Malaysia Bhd (SHGM),https://www.investing.com/equities/shangri-la-hotels-malaysia-bhd-dividends
8702,Texchem Resources Bhd (TEXC),https://www.investing.com/equities/texchem-resources-bhd-dividends
1929,Chin Teck Plantations Bhd (CTPB),https://www.investing.com/equities/chin-teck-plantations-bhd-dividends
5011,Mesiniaga Bhd (MNGA),https://www.investing.com/equities/mesiniaga-bhd-dividends
1007,Amcorp Properties Bhd (AMCO),https://www.investing.com/equities/amcorp-properties-bhd-dividends
2,Kotra Industries Bhd (KOIN),https://www.investing.com/equities/kotra-industries-bhd-dividends
2542,Riverview Rubber Estates Bhd (RVWL),https://www.investing.com/equities/riverview-rubber-estates-bhd-dividends
9369,Teo Guan Lee Corporation Bhd (TGLB),https://www.investing.com/equities/teo-guan-lee-corporation-bhd-dividends
7203,Wang-Zheng Bhd (WGZH),https://www.investing.com/equities/wang-zheng-bhd-dividends
3379PA,Insas Bhd Pref (INSS_p),https://www.investing.com/equities/insas-bhd-pref-dividends
6173,Bina Darulaman Bhd (BDBS),https://www.investing.com/equities/bina-darulaman-bhd-dividends
5029,Far East Holdings Bhd (FEHS),https://www.investing.com/equities/far-east-holdings-bhd-dividends
7205,Cocoaland Holdings Bhd (CCLD),https://www.investing.com/equities/cocoaland-holdings-bhd-dividends
5008,Harrisons Holdings (Malaysia) (HSON),https://www.investing.com/equities/harrisons-holdings-(malaysia)-dividends
9997,Pensonic Holdings Bhd (PENS),https://www.investing.com/equities/pensonic-holdings-bhd-dividends
5258,BIMB Holdings Bhd (BIMB),https://www.investing.com/equities/bimb-holdings-bhd-dividends
7137,UMS Holdings Bhd (UMSH),https://www.investing.com/equities/ums-holdings-bhd-dividends
2755,FCW Holdings Bhd (FCWH),https://www.investing.com/equities/fcw-holdings-bhd-dividends
6432,Apollo Food Holdings Bhd (AFHB),https://www.investing.com/equities/apollo-food-holdings-bhd-dividends
2828,CI Holdings Bhd (CIHB),https://www.investing.com/equities/ci-holdings-bhd-dividends
5081,Esthetics International Group (ESTH),https://www.investing.com/equities/esthetics-international-group-dividends
0053,OSK Ventures International Bhd (OSKV),https://www.investing.com/equities/osk-ventures-international-bhd-dividends
7054,Astral Asia Bhd (AASB),https://www.investing.com/equities/astral-asia-bhd-dividends
5959,Amverton Bhd (AMVE),https://www.investing.com/equities/a-m-realty-bhd-dividends
9148,Advanced Packaging Tech (Malaysia) (APTB),https://www.investing.com/equities/advanced-packaging-tech-(m)-dividends
7048,Atlan Holdings Bhd (ATLA),https://www.investing.com/equities/atlan-holdings-bhd-dividends
5069,BLD Plantation Bhd (BLDN),https://www.investing.com/equities/bld-plantation-bhd-dividends
5032,Bintulu Port Holdings Bhd (BPOT),https://www.investing.com/equities/bintulu-port-holdings-bhd-dividends
7209,Cheetah Holdings Bhd (CETH),https://www.investing.com/equities/cheetah-holdings-bhd-dividends
5797,Choo Bee Metal Industries Bhd (CHOO),https://www.investing.com/equities/choo-bee-metal-industries-bhd-dividends
7016,Chuan Huat Resources Bhd (CHRB),https://www.investing.com/equities/chuan-huat-resources-bhd-dividends
8052,Central Industrial Corp (CICM),https://www.investing.com/equities/central-industrial-corp-dividends
5136,Complete Logistic Services Bhd (CPLG),https://www.investing.com/equities/complete-logistic-services-bhd-dividends
6718,Crescendo Corporation Bhd (CREC),https://www.investing.com/equities/crescendo-corporation-bhd-dividends
7202,Classic Scenic Bhd (CSCB),https://www.investing.com/equities/classic-scenic-bhd-dividends
7128,CAM Resources Bhd (CRSM),https://www.investing.com/equities/cam-resources-bhd-dividends
7157,CYL Corporation Bhd (CYLC),https://www.investing.com/equities/cyl-corporation-bhd-dividends
7119,DeGem Bhd (DEGM),https://www.investing.com/equities/degem-bhd-dividends
7528,DKLS Industries Bhd (DKLS),https://www.investing.com/equities/dkls-industries-bhd-dividends
8125,Daibochi Bhd (DAIB),https://www.investing.com/equities/daibochi-plastic-packaging-dividends
2984,FACB Industries Incorporated (FACN),https://www.investing.com/equities/facb-industries-incorporated-dividends
8605,Federal International Holdings Bhd (FIHB),https://www.investing.com/equities/federal-furniture-holdings-m-dividends
6939,Fiamma Holdings Bhd (FIAM),https://www.investing.com/equities/fiamma-holdings-bhd-dividends
149,Fibon Bhd (FIBN),https://www.investing.com/equities/fibon-bhd-dividends
6041,Farlim Group (Malaysia) Bhd (FLIM),https://www.investing.com/equities/farlim-group-(malaysia)-bhd-dividends
3611,Goh Ban Huat Bhd (PARA),https://www.investing.com/equities/goh-ban-huat-bhd-dividends
5606,IGB Bhd (IGBB),https://www.investing.com/equities/goldis-bhd-dividends
9962,Gromutual Bhd (GMUT),https://www.investing.com/equities/gromutual-bhd-dividends
2135,Gopeng Bhd (GOPK),https://www.investing.com/equities/gopeng-bhd-dividends
7501,Harn Len Corporation Bhd (HLEN),https://www.investing.com/equities/harn-len-corporation-bhd-dividends
5084,Ibraco Bhd (IBRC),https://www.investing.com/equities/ibraco-bhd-dividends
5614,Integrated Logistics Bhd (ILBM),https://www.investing.com/equities/integrated-logistics-bhd-dividends
8648,Jasa Kita Bhd (JKBM),https://www.investing.com/equities/jasa-kita-bhd-dividends
58,JCBNext Berhad Bhd (JCBN),https://www.investing.com/equities/jobstreet-corporation-bhd-dividends
7323,Ken Holdings Bhd (KENH),https://www.investing.com/equities/ken-holdings-bhd-dividends
7062,Khind Holdings Bhd (KHIN),https://www.investing.com/equities/khind-holdings-bhd-dividends
6769,JKG Land Bhd (JKGL),https://www.investing.com/equities/keladi-maju-bhd-dividends
2453,Kluang Rubber Company Malaya (KLRK),https://www.investing.com/equities/kluang-rubber-company-malaya-dividends
5035,Knusford Bhd (KNUS),https://www.investing.com/equities/knusford-bhd-dividends
6572,Kwantas Corporation Bhd (KWAN),https://www.investing.com/equities/kwantas-corporation-bhd-dividends
7006,Latitude Tree Holdings Bhd (LTHB),https://www.investing.com/equities/latitude-tree-holdings-bhd-dividends
7617,Magna Prima Bhd (MAGN),https://www.investing.com/equities/magna-prima-bhd-dividends
5129,Melati Ehsan Holdings Bhd (MEHB),https://www.investing.com/equities/melati-ehsan-holdings-bhd-dividends
5886,Mintye Industries Bhd (MINT),https://www.investing.com/equities/mintye-industries-bhd-dividends
8141,Majuperak Holdings Bhd (MJPR),https://www.investing.com/equities/majuperak-holdings-bhd-dividends
5202,MSM Malaysia Holdings Bhd (MSMH),https://www.investing.com/equities/msm-malaysia-holdings-bhd-dividends
2038,Negri Sembilan Oil Palms Bhd (NSOS),https://www.investing.com/equities/negri-sembilan-oil-palms-bhd-dividends
5827,Oriental Interest Bhd (OINT),https://www.investing.com/equities/oriental-interest-bhd-dividends
5022,Paos Holdings Bhd (PAOS),https://www.investing.com/equities/paos-holdings-bhd-dividends
9598,Pintaras Jaya Bhd (PINT),https://www.investing.com/equities/pintaras-jaya-bhd-dividends
7055,PLB Engineering Bhd (PLBE),https://www.investing.com/equities/plb-engineering-bhd-dividends
9946,Rex Industry Bhd (REXI),https://www.investing.com/equities/rex-industry-bhd-dividends
2569,Sungei Bagan Rubber Malaya (SBRK),https://www.investing.com/equities/sungei-bagan-rubber-malaya-dividends
6017,SHL Consolidated Bhd (SHLC),https://www.investing.com/equities/shl-consolidated-bhd-dividends
2305,AYER Holdings Bhd (AYER),https://www.investing.com/equities/tahps-group-bhd-dividends
5042,TSR Capital Bhd (TSRP),https://www.investing.com/equities/tsr-capital-bhd-dividends
5155,Xingquan International Sports (XING),https://www.investing.com/equities/xingquan-international-sports-dividends
7003,Y&G Corp Bhd (YGCB),https://www.investing.com/equities/y-g-corp-bhd-dividends
8192,Mercury Industries Bhd (MEIS),https://www.investing.com/equities/mercury-industries-bhd-dividends
7004,MCE Holdings Bhd (MCEI),https://www.investing.com/equities/multi-code-electronics-industries-dividends
5223,Mentiga Corporation Bhd (MENT),https://www.investing.com/equities/mentiga-corporation-bhd-dividends
7232,Resintech Bhd (RESN),https://www.investing.com/equities/resintech-bhd-dividends
7803,Rubberex Corporation M Bhd (RUMM),https://www.investing.com/equities/rubberex-corporation-m-dividends
5170,Sarawak Cable Bhd (SACB),https://www.investing.com/equities/sarawak-cable-bhd-dividends
7811,Sapura Industrial Bhd (SAPU),https://www.investing.com/equities/sapura-industrial-bhd-dividends
6904,Subur Tiasa Holdings Bhd (SUBU),https://www.investing.com/equities/subur-tiasa-holdings-bhd-dividends
7854,Timberwell Bhd (TWEL),https://www.investing.com/equities/timberwell-bhd-dividends
7227,UMS-Neiken Group Bhd (UMSN),https://www.investing.com/equities/ums-neiken-group-bhd-dividends
5048,Yi-Lai Bhd (YLAI),https://www.investing.com/equities/yi-lai-bhd-dividends
5267,Xin Hwa Holdings Bhd (XINW),https://www.investing.com/equities/xin-hwa-holdings-bhd-dividends
7199,Kein Hing International Bhd (KEHG),https://www.investing.com/equities/kein-hing-international-bhd-dividends
